,0,1,2,3,4,5,6,7,8,9,10,11
798,487,394,472,1142,198,2010-Q2,2,A02,A00,U,23,39
799,4657,4364,691,2769,464,2010-Q2,2,A07,A00,U,23,39
800,797,538,395,1568,449,2010-Q3,1,A02,A00,U,11,39
801,1288,1144,320,3029,255,2010-Q3,1,A07,A00,U,11,39
802,304,188,174,1151,202,2010-Q3,2,A02,A00,U,11,39
803,705,616,221,1871,185,2010-Q3,2,A07,A00,U,11,39
804,261,191,100,3210,102,2010-Q3,1,A02,A00,U,21,39
805,2102,2007,102,6856,112,2010-Q3,1,A07,A00,U,21,39
806,41,14,18,1657,29,2010-Q3,2,A02,A00,U,21,39
807,335,324,23,3862,14,2010-Q3,2,A07,A00,U,21,39
808,354,171,117,2648,236,2010-Q3,1,A02,A00,U,22,39
809,5379,4640,91,6353,778,2010-Q3,1,A07,A00,U,22,39
810,198,57,54,1333,182,2010-Q3,2,A02,A00,U,22,39
811,1499,1359,32,4393,151,2010-Q3,2,A07,A00,U,22,39
812,5367,3529,2800,2097,3073,2010-Q3,1,A02,A00,U,23,39
813,19758,17851,3642,5001,3359,2010-Q3,1,A07,A00,U,23,39
814,727,429,342,1333,474,2010-Q3,2,A02,A00,U,23,39
815,4948,4600,532,2793,537,2010-Q3,2,A07,A00,U,23,39
816,716,447,206,1572,374,2010-Q4,1,A02,A00,U,11,39
817,1330,978,205,4180,505,2010-Q4,1,A07,A00,U,11,39
818,263,146,82,1093,174,2010-Q4,2,A02,A00,U,11,39
819,740,514,135,2453,332,2010-Q4,2,A07,A00,U,11,39
820,224,172,72,3189,63,2010-Q4,1,A02,A00,U,21,39
821,2126,1985,71,6966,174,2010-Q4,1,A07,A00,U,21,39
822,23,19,,2290,5,2010-Q4,2,A02,A00,U,21,39
823,344,328,12,4072,22,2010-Q4,2,A07,A00,U,21,39
824,212,169,32,2955,47,2010-Q4,1,A02,A00,U,22,39
825,4915,4723,79,6902,231,2010-Q4,1,A07,A00,U,22,39
826,60,52,9,961,10,2010-Q4,2,A02,A00,U,22,39
827,1429,1389,20,4786,47,2010-Q4,2,A07,A00,U,22,39
828,4656,3182,1617,2050,2224,2010-Q4,1,A02,A00,U,23,39
829,20323,16168,3082,5787,5962,2010-Q4,1,A07,A00,U,23,39
830,553,405,248,1319,283,2010-Q4,2,A02,A00,U,23,39
831,4953,4379,552,3331,897,2010-Q4,2,A07,A00,U,23,39
832,527,425,211,1343,150,2011-Q1,1,A02,A00,U,11,39
833,952,901,140,3644,76,2011-Q1,1,A07,A00,U,11,39
834,164,140,89,875,42,2011-Q1,2,A02,A00,U,11,39
835,511,485,105,1697,34,2011-Q1,2,A07,A00,U,11,39
836,197,159,92,2772,53,2011-Q1,1,A02,A00,U,21,39
837,2025,1952,89,7622,100,2011-Q1,1,A07,A00,U,21,39
838,20,15,9,1349,6,2011-Q1,2,A02,A00,U,21,39
839,338,324,8,3605,16,2011-Q1,2,A07,A00,U,21,39
840,170,153,38,2895,28,2011-Q1,1,A02,A00,U,22,39
841,4881,4650,478,7801,637,2011-Q1,1,A07,A00,U,22,39
842,57,48,20,929,12,2011-Q1,2,A02,A00,U,22,39
843,1415,1351,70,4970,112,2011-Q1,2,A07,A00,U,22,39
844,3567,2902,1247,1576,1040,2011-Q1,1,A02,A00,U,23,39
845,16965,15585,2064,4685,1995,2011-Q1,1,A07,A00,U,23,39
846,472,389,187,1038,157,2011-Q1,2,A02,A00,U,23,39
847,4499,4280,390,2676,332,2011-Q1,2,A07,A00,U,23,39
848,643,475,584,1630,395,2011-Q2,1,A02,A00,U,11,39
849,1208,1116,426,3164,210,2011-Q2,1,A07,A00,U,11,39
850,240,183,242,1177,131,2011-Q2,2,A02,A00,U,11,39
851,706,620,293,2012,174,2011-Q2,2,A07,A00,U,11,39
852,231,195,165,3192,58,2011-Q2,1,A02,A00,U,21,39
853,2150,2068,143,8096,110,2011-Q2,1,A07,A00,U,21,39
854,22,17,31,2013,8,2011-Q2,2,A02,A00,U,21,39
855,341,325,24,4830,22,2011-Q2,2,A07,A00,U,21,39
856,155,143,214,2860,29,2011-Q2,1,A02,A00,U,22,39
857,4957,4783,140,6520,202,2011-Q2,1,A07,A00,U,22,39
858,64,58,147,944,13,2011-Q2,2,A02,A00,U,22,39
859,1438,1393,35,4318,53,2011-Q2,2,A07,A00,U,22,39
860,3706,3026,3881,1949,1533,2011-Q2,1,A02,A00,U,23,39
861,18666,17112,5610,4788,3034,2011-Q2,1,A07,A00,U,23,39
862,481,369,503,1265,213,2011-Q2,2,A02,A00,U,23,39
863,4854,4590,632,2782,418,2011-Q2,2,A07,A00,U,23,39
864,808,501,421,1587,543,2011-Q3,1,A02,A00,U,11,39
865,1413,1264,303,3176,272,2011-Q3,1,A07,A00,U,11,39
866,331,186,221,1198,271,2011-Q3,2,A02,A00,U,11,39
867,764,629,217,1969,229,2011-Q3,2,A07,A00,U,11,39
868,322,211,160,3414,151,2011-Q3,1,A02,A00,U,21,39
869,2268,2188,112,7314,109,2011-Q3,1,A07,A00,U,21,39
870,42,20,17,1018,23,2011-Q3,2,A02,A00,U,21,39
871,367,351,21,4405,20,2011-Q3,2,A07,A00,U,21,39
872,325,149,96,2800,217,2011-Q3,1,A02,A00,U,22,39
873,5147,4936,64,6887,237,2011-Q3,1,A07,A00,U,22,39
874,210,61,48,1205,183,2011-Q3,2,A02,A00,U,22,39
875,1494,1444,35,4904,58,2011-Q3,2,A07,A00,U,22,39
876,5841,3735,3373,2229,3553,2011-Q3,1,A02,A00,U,23,39
877,22171,20073,4658,5258,4075,2011-Q3,1,A07,A00,U,23,39
878,759,445,355,1404,485,2011-Q3,2,A02,A00,U,23,39
879,5255,4924,550,2990,518,2011-Q3,2,A07,A00,U,23,39
880,654,446,184,1581,293,2011-Q4,1,A02,A00,U,11,39
881,1429,1095,170,4416,423,2011-Q4,1,A07,A00,U,11,39
882,263,138,79,1110,166,2011-Q4,2,A02,A00,U,11,39
883,753,552,92,2045,258,2011-Q4,2,A07,A00,U,11,39
884,313,233,112,3646,101,2011-Q4,1,A02,A00,U,21,39
885,2325,2170,93,7487,189,2011-Q4,1,A07,A00,U,21,39
886,32,22,10,1038,13,2011-Q4,2,A02,A00,U,21,39
887,377,359,17,4579,26,2011-Q4,2,A07,A00,U,21,39
888,172,142,24,2504,40,2011-Q4,1,A02,A00,U,22,39
889,5162,5034,90,7589,160,2011-Q4,1,A07,A00,U,22,39
890,68,55,9,1031,16,2011-Q4,2,A02,A00,U,22,39
891,1512,1456,33,4634,68,2011-Q4,2,A07,A00,U,22,39
892,5173,3585,1963,2043,2432,2011-Q4,1,A02,A00,U,23,39
893,22928,18600,3450,5695,6147,2011-Q4,1,A07,A00,U,23,39
894,566,403,203,1197,258,2011-Q4,2,A02,A00,U,23,39
895,5287,4737,522,3215,845,2011-Q4,2,A07,A00,U,23,39
896,488,425,213,1473,123,2012-Q1,1,A02,A00,U,11,39
897,1080,1019,154,3763,93,2012-Q1,1,A07,A00,U,11,39
898,164,128,89,1004,63,2012-Q1,2,A02,A00,U,11,39
899,533,507,151,1873,46,2012-Q1,2,A07,A00,U,11,39
900,299,247,132,3693,74,2012-Q1,1,A02,A00,U,21,39
901,2166,2082,78,8256,104,2012-Q1,1,A07,A00,U,21,39
902,23,16,10,906,8,2012-Q1,2,A02,A00,U,21,39
903,368,357,24,4586,16,2012-Q1,2,A07,A00,U,21,39
904,142,124,38,2641,23,2012-Q1,1,A02,A00,U,22,39
905,5369,5148,245,8422,402,2012-Q1,1,A07,A00,U,22,39
906,56,44,20,854,15,2012-Q1,2,A02,A00,U,22,39
907,1528,1480,56,5232,71,2012-Q1,2,A07,A00,U,22,39
908,4260,3363,1536,1784,1382,2012-Q1,1,A02,A00,U,23,39
909,19801,17917,2447,4815,2726,2012-Q1,1,A07,A00,U,23,39
910,467,366,199,1106,158,2012-Q1,2,A02,A00,U,23,39
911,4846,4561,368,2849,395,2012-Q1,2,A07,A00,U,23,39
912,643,473,525,1746,355,2012-Q2,1,A02,A00,U,11,39
913,1344,1235,455,3275,231,2012-Q2,1,A07,A00,U,11,39
914,225,165,331,1183,145,2012-Q2,2,A02,A00,U,11,39
915,766,642,286,2109,210,2012-Q2,2,A07,A00,U,11,39
916,325,270,203,3854,90,2012-Q2,1,A02,A00,U,21,39
917,2242,2146,152,7685,132,2012-Q2,1,A07,A00,U,21,39
918,22,14,39,1328,12,2012-Q2,2,A02,A00,U,21,39
919,393,379,24,5813,24,2012-Q2,2,A07,A00,U,21,39
920,135,121,204,1968,25,2012-Q2,1,A02,A00,U,22,39
921,5245,5064,83,6624,206,2012-Q2,1,A07,A00,U,22,39
922,60,53,145,901,14,2012-Q2,2,A02,A00,U,22,39
923,1546,1492,37,4518,62,2012-Q2,2,A07,A00,U,22,39
924,4371,3520,4156,2115,1824,2012-Q2,1,A02,A00,U,23,39
925,21102,19249,5464,4933,3370,2012-Q2,1,A07,A00,U,23,39
926,496,390,516,1202,214,2012-Q2,2,A02,A00,U,23,39
927,5096,4832,668,2907,413,2012-Q2,2,A07,A00,U,23,39
928,744,494,355,1611,448,2012-Q3,1,A02,A00,U,11,39
929,1470,1344,285,3119,234,2012-Q3,1,A07,A00,U,11,39
930,379,211,162,1131,258,2012-Q3,2,A02,A00,U,11,39
931,762,665,206,1993,170,2012-Q3,2,A07,A00,U,11,39
932,394,262,142,4095,179,2012-Q3,1,A02,A00,U,21,39
933,2263,2173,90,6987,117,2012-Q3,1,A07,A00,U,21,39
934,47,20,12,1437,29,2012-Q3,2,A02,A00,U,21,39
935,400,383,15,4035,24,2012-Q3,2,A07,A00,U,21,39
936,308,124,61,2301,211,2012-Q3,1,A02,A00,U,22,39
937,5264,5071,63,6927,221,2012-Q3,1,A07,A00,U,22,39
938,194,51,30,1129,163,2012-Q3,2,A02,A00,U,22,39
939,1565,1511,16,4598,57,2012-Q3,2,A07,A00,U,22,39
940,6323,4145,2949,2195,3375,2012-Q3,1,A02,A00,U,23,39
941,23404,21119,4271,5082,4116,2012-Q3,1,A07,A00,U,23,39
942,776,446,251,1331,442,2012-Q3,2,A02,A00,U,23,39
943,5347,5031,488,2988,473,2012-Q3,2,A07,A00,U,23,39
944,641,410,200,1688,341,2012-Q4,1,A02,A00,U,11,39
945,1508,1144,159,4405,460,2012-Q4,1,A07,A00,U,11,39
946,256,151,80,952,141,2012-Q4,2,A02,A00,U,11,39
947,789,558,78,2276,282,2012-Q4,2,A07,A00,U,11,39
948,340,267,92,4005,110,2012-Q4,1,A02,A00,U,21,39
949,2291,2144,107,7980,176,2012-Q4,1,A07,A00,U,21,39
950,28,19,5,1214,10,2012-Q4,2,A02,A00,U,21,39
951,403,381,20,5324,26,2012-Q4,2,A07,A00,U,21,39
952,140,105,29,2402,39,2012-Q4,1,A02,A00,U,22,39
953,5290,5087,70,7272,234,2012-Q4,1,A07,A00,U,22,39
954,57,50,7,1096,8,2012-Q4,2,A02,A00,U,22,39
955,1586,1535,23,4921,60,2012-Q4,2,A07,A00,U,22,39
956,5534,3874,1782,2188,2470,2012-Q4,1,A02,A00,U,23,39
957,24105,19467,3389,6233,6599,2012-Q4,1,A07,A00,U,23,39
958,555,403,164,1279,232,2012-Q4,2,A02,A00,U,23,39
959,5431,4852,462,3484,832,2012-Q4,2,A07,A00,U,23,39
